id,item_group_id,sku,gtin,mpn,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,gender,age_group,color,size
69acb4d910ea4812142cda6c,69acb4d910ea4812142cda6c,BAF-CON-42.5-D9E6,GTIN-69acb4d910ea4812142cda6c,MPN-69acb4d910ea4812142cda6c,Chuck Taylor Converse All Star High top Black & White,"100% authentic original product — not replica, fake or first copy.",out of stock,used,3300.00 PKR,https://kicks-kraze.com/product?product_id=69acb4d910ea4812142cda6c,https://kickskraze.b-cdn.net/kickskraze/ESIKY1iK2e.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,42.5
69acb45610ea4812142caf9e,69acb45610ea4812142caf9e,BAF-CON-39-8E38,GTIN-69acb45610ea4812142caf9e,MPN-69acb45610ea4812142caf9e,Platforms Chuck Taylor Converse All Star High top Black & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,3300.00 PKR,https://kicks-kraze.com/product?product_id=69acb45610ea4812142caf9e,https://kickskraze.b-cdn.net/kickskraze/tJdr7oZh8H.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,39
69acb3ec10ea4812142c84d4,69acb3ec10ea4812142c84d4,BAF-CON-40-2A42,GTIN-69acb3ec10ea4812142c84d4,MPN-69acb3ec10ea4812142c84d4,Hiking Chuck Taylor Converse All Star High top Black & White,"100% authentic original product — not replica, fake or first copy.",out of stock,used,3700.00 PKR,https://kicks-kraze.com/product?product_id=69acb3ec10ea4812142c84d4,https://kickskraze.b-cdn.net/kickskraze/1adlKG4TK8.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,40
69acb2be10ea4812142c2ef0,69acb2be10ea4812142c2ef0,BAF-CON-37.5-4EFD,GTIN-69acb2be10ea4812142c2ef0,MPN-69acb2be10ea4812142c2ef0,Chuck Taylor Converse All Star ⭐️ lo top Black & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,2800.00 PKR,https://kicks-kraze.com/product?product_id=69acb2be10ea4812142c2ef0,https://kickskraze.b-cdn.net/kickskraze/hkaxNX2z_A.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,37.5
69acb20a10ea4812142c0426,69acb20a10ea4812142c0426,BAF-CON-37.5-FD0A,GTIN-69acb20a10ea4812142c0426,MPN-69acb20a10ea4812142c0426,Chuck Taylor Converse All Star ⭐️ ,"100% authentic original product — not replica, fake or first copy.",in stock,used,3200.00 PKR,https://kicks-kraze.com/product?product_id=69acb20a10ea4812142c0426,https://kickskraze.b-cdn.net/kickskraze/D_nZDOghnT.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,37.5
69acb17410ea4812142bd93e,69acb17410ea4812142bd93e,BAF-CON-36.5-1ECC,GTIN-69acb17410ea4812142bd93e,MPN-69acb17410ea4812142bd93e,Chuck Taylor Converse All Star High top & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,2800.00 PKR,https://kicks-kraze.com/product?product_id=69acb17410ea4812142bd93e,https://kickskraze.b-cdn.net/kickskraze/qRST3n89om.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,36.5
69acb10210ea4812142bae83,69acb10210ea4812142bae83,BAF-CON-41-C701,GTIN-69acb10210ea4812142bae83,MPN-69acb10210ea4812142bae83,Chuck Taylor Converse All Star High top Red & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,2800.00 PKR,https://kicks-kraze.com/product?product_id=69acb10210ea4812142bae83,https://kickskraze.b-cdn.net/kickskraze/SFLecH78Si.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,41
69acb09910ea4812142b83cd,69acb09910ea4812142b83cd,BAF-CON-38.5-F83B,GTIN-69acb09910ea4812142b83cd,MPN-69acb09910ea4812142b83cd,Chuck Taylor Converse All Star High top Red & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,2700.00 PKR,https://kicks-kraze.com/product?product_id=69acb09910ea4812142b83cd,https://kickskraze.b-cdn.net/kickskraze/evBLDNY-n3.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,38.5
69acafe510ea4812142b5916,69acafe510ea4812142b5916,BAF-COA-43-969F,GTIN-69acafe510ea4812142b5916,MPN-69acafe510ea4812142b5916,Converse One  Star ⭐️ lo top padded,"100% authentic original product — not replica, fake or first copy.",in stock,used,3300.00 PKR,https://kicks-kraze.com/product?product_id=69acafe510ea4812142b5916,https://kickskraze.b-cdn.net/kickskraze/h1y7GVY-Hd.webp,Coach,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,43
69acaf7410ea4812142b2e68,69acaf7410ea4812142b2e68,BAF-CON-39.5-B1FB,GTIN-69acaf7410ea4812142b2e68,MPN-69acaf7410ea4812142b2e68,Chuck Taylor Converse All Star ⭐️ lo top Purple & White,"100% authentic original product — not replica, fake or first copy.",in stock,used,2700.00 PKR,https://kicks-kraze.com/product?product_id=69acaf7410ea4812142b2e68,https://kickskraze.b-cdn.net/kickskraze/8HKiA0kDZR.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,39.5
